speaker_id,gender,utterance_id,language,raw_text,full_audio_file,original_data_split,region,duration,start,end,utterance_audio_file,standardized_text
rundkast_speaker_78,male,rundkast_2756,nn-NO,"[i] var det oftast i fylle-sinne ,",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,2.0799999999999272,3015.683,3017.763,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3015683_3017763.wav,var det oftast i fylle-sinne
rundkast_speaker_78,male,rundkast_2757,nn-NO,[i] men sjølve meinte dei nok det var ein maskulin dyd .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,4.287000000000262,3017.763,3022.05,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3017763_3022050.wav,men sjølve meinte dei nok det var ein maskulin dyd
rundkast_speaker_78,male,rundkast_2758,nn-NO,"[b] [i] og straffe andre fysisk gjer ikkje berre vondt på kroppen ,",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,3.99599999999964,3022.05,3026.046,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3022050_3026046.wav,og straffe andre fysisk gjer ikkje berre vondt på kroppen
rundkast_speaker_78,male,rundkast_2759,nn-NO,det er også ei djup fornedring .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,1.955000000000382,3026.046,3028.001,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3026046_3028001.wav,det er også ei djup fornedring
rundkast_speaker_78,male,rundkast_2760,nn-NO,[i] og det er vel denne fornedringa som er hovud-poenget .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,4.500999999999749,3028.001,3032.502,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3028001_3032502.wav,og det er vel denne fornedringa som er hovud-poenget
rundkast_speaker_78,male,rundkast_2761,nn-NO,[b] [i] og tukta den ein elskar,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,2.563999999999851,3032.502,3035.066,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3032502_3035066.wav,og tukta den ein elskar
rundkast_speaker_78,male,rundkast_2762,nn-NO,er den perverse sida *av mange religionar .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,2.89200000000028,3035.066,3037.958,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3035066_3037958.wav,er den perverse sida av mange religionar
rundkast_speaker_78,male,rundkast_2763,nn-NO,[i] ikkje berre islam og kristendom .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,2.385999999999968,3037.958,3040.344,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3037958_3040344.wav,ikkje berre islam og kristendom
rundkast_speaker_78,male,rundkast_2764,nn-NO,"[i] når ein [e] muslimsk prest , ein imam ,",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,3.7519999999999527,3040.344,3044.096,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3040344_3044096.wav,når ein eee muslimsk prest ein imam
rundkast_speaker_78,male,rundkast_2765,nn-NO,[i] tilrår og pryla kona dersom ho er slem,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,3.44399999999996,3044.096,3047.54,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3044096_3047540.wav,tilrår og pryla kona dersom ho er slem
rundkast_speaker_78,male,rundkast_2766,nn-NO,"[i] så minner det om tingretten i Sogn som frikjende ein mann ,",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,3.798000000000229,3047.54,3051.338,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3047540_3051338.wav,så minner det om tingretten i sogn som frikjende ein mann
rundkast_speaker_78,male,rundkast_2767,nn-NO,[i] for å ha sparka kona då ho fortalde at ho hadde møtt ein annan .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,4.468999999999596,3051.338,3055.807,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3051338_3055807.wav,for å ha sparka kona då ho fortalde at ho hadde møtt ein annan
rundkast_speaker_78,male,rundkast_2768,nn-NO,[i] ei heilt anna sak førte til domfelling .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,3.480000000000018,3055.807,3059.287,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3055807_3059287.wav,ei heilt anna sak førte til domfelling
rundkast_speaker_78,male,rundkast_2769,nn-NO,"[i] først skalla mannen henne ned ,",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,2.481000000000222,3059.287,3061.768,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3059287_3061768.wav,først skalla mannen henne ned
rundkast_speaker_78,male,rundkast_2770,nn-NO,"[i] så dytta han henne over ein gass-omn som eksploderte ,",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,4.286000000000058,3061.768,3066.054,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3061768_3066054.wav,så dytta han henne over ein gass-omn som eksploderte
rundkast_speaker_78,male,rundkast_2771,nn-NO,"[i] så slo og sparka han til to ribbein knakk ,",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,4.543999999999869,3066.054,3070.598,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3066054_3070598.wav,så slo og sparka han til to ribbein knakk
rundkast_speaker_78,male,rundkast_2772,nn-NO,"[i] lunga vart punktert ,",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,2.231000000000222,3070.598,3072.829,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3070598_3072829.wav,lunga vart punktert
rundkast_speaker_78,male,rundkast_2773,nn-NO,[i] og ho fekk sår over heile kroppen .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,2.3599999999996726,3072.829,3075.189,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3072829_3075189.wav,og ho fekk sår over heile kroppen
rundkast_speaker_78,male,rundkast_2774,nn-NO,[i] då vart han dømt til ti månaders fengsel .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,3.867000000000189,3075.189,3079.056,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3075189_3079056.wav,då vart han dømt til ti månaders fengsel
rundkast_speaker_78,male,rundkast_2775,nn-NO,[i] men han har kanskje anka saka,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,2.58199999999988,3079.056,3081.638,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3079056_3081638.wav,men han har kanskje anka saka
rundkast_speaker_78,male,rundkast_2776,nn-NO,og fått attest for at han er sonings-udyktig . [b],/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,3.039999999999964,3081.638,3084.678,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3081638_3084678.wav,og fått attest for at han er sonings-udyktig
rundkast_speaker_78,male,rundkast_2777,nn-NO,"[i] det var først i nitten åttisju ,",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,3.923999999999978,3084.678,3088.602,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3084678_3088602.wav,det var først i nitten åttisju
rundkast_speaker_78,male,rundkast_2778,nn-NO,"altså for atten år sidan ,",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,1.7650000000003274,3088.602,3090.367,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3088602_3090367.wav,altså for atten år sidan
rundkast_speaker_78,male,rundkast_2779,nn-NO,[i] at vi definitivt mista retten til å pryla barn her i landet .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,4.850999999999658,3090.367,3095.218,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3090367_3095218.wav,at vi definitivt mista retten til å pryla barn her i landet
rundkast_speaker_78,male,rundkast_2780,nn-NO,[i] men i fjor var det ei sak i Stavanger,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,2.68100000000004,3095.218,3097.899,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3095218_3097899.wav,men i fjor var det ei sak i stavanger
rundkast_speaker_78,male,rundkast_2781,nn-NO,[i] der ein stefar vart saksøkt for ha slått eit barn .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,3.468000000000302,3097.899,3101.367,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3097899_3101367.wav,der ein stefar vart saksøkt for ha slått eit barn
rundkast_speaker_78,male,rundkast_2782,nn-NO,"[i] han vart frikjent i tingretten ,",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,2.42699999999968,3101.367,3103.794,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3101367_3103794.wav,han vart frikjent i tingretten
rundkast_speaker_78,male,rundkast_2783,nn-NO,[i] men dømt i lagmannsretten .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,2.554000000000088,3103.794,3106.348,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3103794_3106348.wav,men dømt i lagmannsretten
rundkast_speaker_78,male,rundkast_2784,nn-NO,[i] no skal saka avgjerast i høgsterett .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,3.442000000000008,3106.348,3109.79,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3106348_3109790.wav,no skal saka avgjerast i høgsterett
rundkast_speaker_78,male,rundkast_2785,nn-NO,[i] du skal ikkje slå dei som er mindre enn deg [p] vart det sagt .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,4.449000000000069,3109.79,3114.239,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3109790_3114239.wav,du skal ikkje slå dei som er mindre enn deg vart det sagt
rundkast_speaker_78,male,rundkast_2786,nn-NO,[i] men det er nettopp det som alltid skjer .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,3.52599999999984,3114.239,3117.765,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3114239_3117765.wav,men det er nettopp det som alltid skjer
rundkast_speaker_78,male,rundkast_2787,nn-NO,[i] før og no .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,1.83600000000024,3117.765,3119.601,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3117765_3119601.wav,før og no
rundkast_speaker_78,male,rundkast_2788,nn-NO,"[i] om ikkje ser det , så høyrer vi det .",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_051113_NRK_SDA_NO.wav,rundkast,east,3.3299999999999272,3119.601,3122.931,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_051113_NRK_SDA_NO_3119601_3122931.wav,om ikkje ser det så høyrer vi det
rundkast_speaker_81,male,rundkast_2890,nn-NO,"[i] og utenriks-reporter Knut Magnus Berget , hva vet vi om dette ?",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_050502_NRK_D17_NO.wav,rundkast,east,3.8160000000000025,36.204,40.02,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_050502_NRK_D17_NO_36204_40020.wav,og utenriks-reporter knut magnus berget hva vet vi om dette
rundkast_speaker_81,male,rundkast_2891,nn-NO,"[i] ja , det vi veit er forløpig lite , dette har jo nettopp [e] skjedd .",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_050502_NRK_D17_NO.wav,rundkast,east,4.384,40.02,44.404,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_050502_NRK_D17_NO_40020_44404.wav,ja det vi veit er forløpig lite dette har jo nettopp eee skjedd
rundkast_speaker_81,male,rundkast_2892,nn-NO,[i] men det skal altså være eit norsk-registrert skip,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_050502_NRK_D17_NO.wav,rundkast,east,2.5799999999999983,44.404,46.984,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_050502_NRK_D17_NO_44404_46984.wav,men det skal altså være eit norsk-registrert skip
rundkast_speaker_81,male,rundkast_2893,nn-NO,som tilhører Klavenes-rederiet .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_050502_NRK_D17_NO.wav,rundkast,east,2.5159999999999982,46.984,49.5,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_050502_NRK_D17_NO_46984_49500.wav,som tilhører klavenes-rederiet
rundkast_speaker_81,male,rundkast_2894,nn-NO,i følge norske utenriks-departementet er det ingen nordmenn ombord .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_050502_NRK_D17_NO.wav,rundkast,east,4.067999999999998,49.5,53.568,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_050502_NRK_D17_NO_49500_53568.wav,i følge norske utenriks-departementet er det ingen nordmenn ombord
rundkast_speaker_81,male,rundkast_2895,nn-NO,"[i] [e] det vi veit , er at det har vore sendt ut nødsignal frå dette skipet .",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_050502_NRK_D17_NO.wav,rundkast,east,5.255000000000003,53.568,58.823,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_050502_NRK_D17_NO_53568_58823.wav,eee det vi veit er at det har vore sendt ut nødsignal frå dette skipet
rundkast_speaker_81,male,rundkast_2896,nn-NO,[i] [e] og [b-] det er [-b] sendt ut [e],/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_050502_NRK_D17_NO.wav,rundkast,east,2.700000000000003,58.823,61.523,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_050502_NRK_D17_NO_58823_61523.wav,eee og det er sendt ut eee
rundkast_speaker_81,male,rundkast_2897,nn-NO,ein fregatt frå den greske marinen .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_050502_NRK_D17_NO.wav,rundkast,east,2.043999999999997,61.523,63.567,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_050502_NRK_D17_NO_61523_63567.wav,ein fregatt frå den greske marinen
rundkast_speaker_81,male,rundkast_2898,nn-NO,[i] [e] eit helikopter og det skal også være sendt,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_050502_NRK_D17_NO.wav,rundkast,east,3.0620000000000047,63.567,66.629,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_050502_NRK_D17_NO_63567_66629.wav,eee eit helikopter og det skal også være sendt
rundkast_speaker_81,male,rundkast_2899,nn-NO,"væpna spesial-styrker til skipet ,",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_050502_NRK_D17_NO.wav,rundkast,east,2.0330000000000013,66.629,68.662,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_050502_NRK_D17_NO_66629_68662.wav,væpna spesial-styrker til skipet
rundkast_speaker_81,male,rundkast_2900,nn-NO,[i] for å etterforske [i] kva som faktisk er grunnen,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_050502_NRK_D17_NO.wav,rundkast,east,3.337999999999994,68.662,72.0,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_050502_NRK_D17_NO_68662_72000.wav,for å etterforske kva som faktisk er grunnen
rundkast_speaker_81,male,rundkast_2901,nn-NO,til at dette skipet har sendt [b-] ut eit [-b] nød-signal .,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_050502_NRK_D17_NO.wav,rundkast,east,2.725999999999999,72.0,74.726,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_050502_NRK_D17_NO_72000_74726.wav,til at dette skipet har sendt ut eit nød-signal
rundkast_speaker_81,male,rundkast_2902,nn-NO,"[i] skipet var på vei fra Tyrkia [i] til Portugal ,",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_050502_NRK_D17_NO.wav,rundkast,east,3.897999999999996,74.726,78.624,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_050502_NRK_D17_NO_74726_78624.wav,skipet var på vei fra tyrkia til portugal
rundkast_speaker_81,male,rundkast_2903,nn-NO,"[i] [e] og dette skal altså ha skjedd i gresk farvatn ,",/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio/N2_050502_NRK_D17_NO.wav,rundkast,east,3.388000000000005,78.624,82.012,/media/pers/storage/storage/SCRIBE_dataset_tmp/rundkast/audio_segments/N2_050502_NRK_D17_NO_78624_82012.wav,eee og dette skal altså ha skjedd i gresk farvatn
