,speaker_id,gender,utterance_id,language,raw_text,full_audio_file,original_data_split,region,duration,start,end,standardized_text,transcription
10,nbtale_p2_g13_f0_1_t,female,nbtale_p2_g13_f0_1_t-b2712,nb-NO,Molly er et naturtalent <exhale> sier Maioli til avisa,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_1_t-b2712.wav,nb_tale_part_2,foreign,8.0,0.0,8.0,molly er et naturtalent sier maioli til avisa,moli er et natour talint sier mi yjorle til avisa
11,nbtale_p2_g13_f0_1_t,female,nbtale_p2_g13_f0_1_t-c2869,nb-NO,At <fp> Onkel Oskars <exhale> <sil> sauost <fp> falt i <exhale> smak hos yngre publikummere <sil> var tydelig,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_1_t-c2869.wav,nb_tale_part_2,foreign,12.188,0.0,12.188,at onkel oskars sauost falt i smak hos yngre publikummere var tydelig,at oncal oshkas sau oust falt i smak hos gingrepå blumk-komere var tydlig
12,nbtale_p2_g13_f0_1_t,female,nbtale_p2_g13_f0_1_t-c2954,nb-NO,Også reint <vowel> språklig <fp> innvarsler <sil> seersuksessen <inhale> Schau ei ny tid,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_1_t-c2954.wav,nb_tale_part_2,foreign,10.25,0.0,10.25,også reint eee språklig innvarsler seersuksessen schau ei ny tid,også reint språklig innvaishle sier soksisten sco ai netead
13,nbtale_p2_g13_f0_1_t,female,nbtale_p2_g13_f0_1_t-c3037,nb-NO,Også Gjesdal har diskutert <fp> Oilers <sil> i det siste,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_1_t-c3037.wav,nb_tale_part_2,foreign,8.0,0.0,8.0,også gjesdal har diskutert oilers i det siste,også gjest der har diskutert og iles i det siste
14,nbtale_p2_g13_f0_1_t,female,nbtale_p2_g13_f0_1_t-c3139,nb-NO,Folk flest prøver <sil> å bryte seg ut <exhale> <inhale> sier overbetjent,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_1_t-c3139.wav,nb_tale_part_2,foreign,9.031,0.0,9.031,folk flest prøver å bryte seg ut sier overbetjent,folk flest prover å bryte seg od sier ove betcheint
15,nbtale_p2_g13_f0_1_t,female,nbtale_p2_g13_f0_1_t-c3294,nb-NO,Denne våren <fp> har Apple ertet på seg <fp> hele gjengen,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_1_t-c3294.wav,nb_tale_part_2,foreign,8.188,0.0,8.188,denne våren har apple ertet på seg hele gjengen,denne våren har eppel ertet på seg hele gjengen
16,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-a0001,nb-NO,Har du noen gang sett <sil> stokkmaur <inhale> også kalt hestemaur <inhale> plageånden <fp> som liker å spise seg inn i treverket,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-a0001.wav,nb_tale_part_2,foreign,14.813,0.0,14.813,har du noen gang sett stokkmaur også kalt hestemaur plageånden som liker å spise seg inn i treverket,jeg klarhar du noen gang sett stockmaur også kalt hestemaurplage ånden som liker åg spiser seg inn i treverket
17,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-b2209,nb-NO,Men i Shanghai-operaen <inhale> kan de myklande på fløyel <sil> og skinn <sil> i italienske designstoler,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-b2209.wav,nb_tale_part_2,foreign,11.5,0.0,11.5,men i shanghai-operaen kan de myklande på fløyel og skinn i italienske designstoler,men i shanghai og puran kan de mikla ne på fløyel og kinn i italienske disinstoler
18,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-b2243,nb-NO,Bortsett fra <sil> Eirik Bertheussen <fp> er alle de andre <exhale> med i startoppstillingen,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-b2243.wav,nb_tale_part_2,foreign,9.938,0.0,9.938,bortsett fra eirik bertheussen er alle de andre med i startoppstillingen,bortsett fra eirik berteusen er alle de andre med i start-oppstillingen
19,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-b2280,nb-NO,Atlantis-konseptet <inhale> er en metode for å utføre <sil> oljeboring <inhale> og produksjon <sil> på store havdyp,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-b2280.wav,nb_tale_part_2,foreign,11.719,0.0,11.719,atlantis-konseptet er en metode for å utføre oljeboring og produksjon på store havdyp,atlantis konseptet er en metode for å utføre oljeboring og produksjon på store havedyp
20,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-b2289,nb-NO,Både som styrtrik <sil> mediemogul <inhale> og regjeringssjef <inhale> og dermed <sil> øverste ansvarlige <inhale> for statskringkastingen <exhale> RAI,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-b2289.wav,nb_tale_part_2,foreign,14.188,0.0,14.188,både som styrtrik mediemogul og regjeringssjef og dermed øverste ansvarlige for statskringkastingen rai,både som styrtrik mediemogul og regjeringssjef og dermed øverste ansvarlige for statskringkastingen ray
21,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-b2295,nb-NO,Der ville den ta <sil> opp <sil> kaiplass som er mye brukt,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-b2295.wav,nb_tale_part_2,foreign,8.053,0.0,8.053,der ville den ta opp kaiplass som er mye brukt,der ville den ta opp kaiplass som er mee brukt
22,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-b2332,nb-NO,Småunger <sil> i lyseblå <inhale> silkekjortler <fp> danner espalier <sil> med palmeblader,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-b2332.wav,nb_tale_part_2,foreign,11.281,0.0,11.281,småunger i lyseblå silkekjortler danner espalier med palmeblader,smounger ilise blå silke skjortler danner espalier med pall me blader
23,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-b2491,nb-NO,Jeg kjører <sil> alle øvelsene her <inhale> fortalte allrounderen <inhale> fra New Hampshire,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-b2491.wav,nb_tale_part_2,foreign,10.125,0.0,10.125,jeg kjører alle øvelsene her fortalte allrounderen fra new hampshire,jeg kjører alle øvelsene her fortalte al randron fra new hamchor
24,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-b2555,nb-NO,Fighting <inhale> ligger på tredjeplass i USA <fp> foran <sil> The Soloist <sil> på fjerde,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-b2555.wav,nb_tale_part_2,foreign,10.0,0.0,10.0,fighting ligger på tredjeplass i usa foran the soloist på fjerde,fiting ligger på tredje plass i u s a foran the sol owest på fjerde
25,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-b2578,nb-NO,Gardnoskrateret <inhale> stammer fra et seks hundre og femti millioner år gammelt <inhale> meteornedslag,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-b2578.wav,nb_tale_part_2,foreign,10.5,0.0,10.5,gardnoskrateret stammer fra et seks hundre og femti millioner år gammelt meteornedslag,gardnoskratere stammer fra et seks hundre og femti millioner år gammelt med tjord nedslag
26,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-b2648,nb-NO,Gjenta <sil> ut <sil> inn <sil> ut <sil> inn,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-b2648.wav,nb_tale_part_2,foreign,8.063,0.0,8.063,gjenta ut inn ut inn,jenta ut inn ut inn
27,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-b2700,nb-NO,Gutten hadde <sil> ualminnelig <exhale> høy <sil> IQ,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-b2700.wav,nb_tale_part_2,foreign,6.813,0.0,6.813,gutten hadde ualminnelig høy iq,gutten hadde uallminnelig høy i ku
28,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-c2836,nb-NO,Dette må vi rydde opp i <sil> og det raskt <sil> sier Lyngås,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-c2836.wav,nb_tale_part_2,foreign,9.188,0.0,9.188,dette må vi rydde opp i og det raskt sier lyngås,dette må vi ridde opp i og det raskt sier lingås
29,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-c2912,nb-NO,Det hele er liksom bare tørre tall <inhale> og statistikk <fp> sier Karl Eiken,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-c2912.wav,nb_tale_part_2,foreign,9.969,0.0,9.969,det hele er liksom bare tørre tall og statistikk sier karl eiken,det hele er liksom bare tørre tall og statistikk sier karl eiken
30,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-c3135,nb-NO,Våre arkitekter <sil> tegnet derfor <sil> inn en <sil> opphøyet kommandobro <inhale> ytterst mot havet,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-c3135.wav,nb_tale_part_2,foreign,10.5,0.0,10.5,våre arkitekter tegnet derfor inn en opphøyet kommandobro ytterst mot havet,våre arkitekter tegnet derfor inn en opphøyet kommandobro ytterst mot havet
31,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-c3210,nb-NO,Aschehoug <sil> ønsker gjennom sitt eierskap <inhale> å styrke Norli <inhale> som landets ledende bokhandelskjede,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-c3210.wav,nb_tale_part_2,foreign,12.125,0.0,12.125,aschehoug ønsker gjennom sitt eierskap å styrke norli som landets ledende bokhandelskjede,aske haug ønsker gjennom sitt eierskap og styrker nordlig som landets ledende bokhandels-kjede
32,nbtale_p2_g13_f0_2_t,female,nbtale_p2_g13_f0_2_t-c3262,nb-NO,Plutselig <exhale> fikk den sju år gamle pandaen <inhale> Lin Hui <exhale> ei jente,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_2_t-c3262.wav,nb_tale_part_2,foreign,9.594,0.0,9.594,plutselig fikk den sju år gamle pandaen lin hui ei jente,plutselig fikk den sju år gamle pandaien lin hui ei jente
33,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-a0001,nb-NO,Har du noen gang sett stokkmaur <inhale> også kalt hestemaur <exhale> <sil> plageånden som liker å spise seg inn i treverket,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-a0001.wav,nb_tale_part_2,foreign,10.563,0.0,10.563,har du noen gang sett stokkmaur også kalt hestemaur plageånden som liker å spise seg inn i treverket,har du nå engang sett stockmour og såkalt hestemaur pleggee on den som ligger o spiser seg inn i treverket
34,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-a0003,nb-NO,Under tittelen <sil> Et råttent eple <sil> beskriver Reidar <fp> Spigseth <inhale> sjuende juli <fp> Apples monopolistiske <fp> iPod- og iTunes-politikk,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-a0003.wav,nb_tale_part_2,foreign,12.344,0.0,12.344,under tittelen et råttent eple beskriver reidar spigseth sjuende juli apples monopolistiske ipod- og itunes-politikk,under tittelen et rødtent aiple beskriver reidar spigsett sjyvende juli abels monopolisiske ipod og eithuns-politik
35,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-b2286,nb-NO,Bondevik matchet også fru Bjørgs <sil> kornblå <fp> kjole <inhale> med et kledelig <exhale> pyntelommetørkle i brystlomma,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-b2286.wav,nb_tale_part_2,foreign,11.313,0.0,11.313,bondevik matchet også fru bjørgs kornblå kjole med et kledelig pyntelommetørkle i brystlomma,bondevik matchet også fru bjørks kornblå kjule med et gledelig pintil lumme tyrkle i bryst loma
36,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-b2346,nb-NO,tretti til førti nye <sil> høytlønte medarbeidere koster lett rundt <inhale> sju hundre og femti tusen kroner pr. stykk inkludert arbeidsgiveravgift,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-b2346.wav,nb_tale_part_2,foreign,13.5,0.0,13.5,tretti til førti nye høytlønte medarbeidere koster lett rundt sju hundre og femti tusen kroner pr stykk inkludert arbeidsgiveravgift,tretti til førtinie høyt lønnte madarbeider koster latt rund sju hundre og femti tusen kraner pør stikk inkludert arbeidgiver-avgift
37,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-b2394,nb-NO,Portugal klarte bare ydmykende <sil> to to borte mot <sil> lilleputtnasjonen <sil> Liechtenstein <sil> i sin <sil> VM-kvalifiseringskamp lørdag,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-b2394.wav,nb_tale_part_2,foreign,13.063,0.0,13.063,portugal klarte bare ydmykende to to borte mot lilleputtnasjonen liechtenstein i sin vm-kvalifiseringskamp lørdag,portugal klærte bære idmigende to to borte mot lille putnasjonnen linenstein i sin v m -kualifiseiringskamp lørdag
38,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-b2413,nb-NO,De slo med brekkjern <sil> øks <sil> jernstang <sil> kølle og balltre,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-b2413.wav,nb_tale_part_2,foreign,8.031,0.0,8.031,de slo med brekkjern øks jernstang kølle og balltre,de slume brøk gjeln øks jevnstenk cølle og bæltre
39,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-b2435,nb-NO,En gutt ser på en blodpøl <sil> utenfor huset sitt i Bagdad,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-b2435.wav,nb_tale_part_2,foreign,7.125,0.0,7.125,en gutt ser på en blodpøl utenfor huset sitt i bagdad,en god ser på en blupoll utenfor hoset sitth i bagdad
40,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-b2478,nb-NO,Varier stemmeleie volum <sil> fart <sil> og øv på å ta korte pauser,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-b2478.wav,nb_tale_part_2,foreign,8.313,0.0,8.313,varier stemmeleie volum fart og øv på å ta korte pauser,hveriger stemme leie vollum fart e ovpåtack corte pouser
41,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-b2489,nb-NO,Gjengangerne er brus <sil> kjeks <sil> pølser <sil> kjøttdeig <sil> og godteri i løsvekt,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-b2489.wav,nb_tale_part_2,foreign,9.781,0.0,9.781,gjengangerne er brus kjeks pølser kjøttdeig og godteri i løsvekt,jen gerengerne er brus kjeks følelser kjøttdeg og goteri iluysfekt
42,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-b2558,nb-NO,Jeg er halvt palestinsk <sil> og halvt jordansk,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-b2558.wav,nb_tale_part_2,foreign,6.0,0.0,6.0,jeg er halvt palestinsk og halvt jordansk,jeg er helt pelestinsk og helt tjordansk
43,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-b2626,nb-NO,førtiåringen med <sil> puertorikansk opphav <sil> skal spille <sil> Anita Appleby i serien <sil> en <sil> utadvendt selvhjelps-guru,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-b2626.wav,nb_tale_part_2,foreign,11.906,0.0,11.906,førtiåringen med puertorikansk opphav skal spille anita appleby i serien en utadvendt selvhjelps-guru,førtia-åringen med poertoricanscop how skal spile anita apeleby i serien en utatt vent hjelp-hjelps-goro
44,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-b2630,nb-NO,De løpske godsvognene raste ukontrollert over <sil> åtte kilometer <sil> fra <sil> Alnabru godsterminal til Sjursøya,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-b2630.wav,nb_tale_part_2,foreign,10.75,0.0,10.75,de løpske godsvognene raste ukontrollert over åtte kilometer fra alnabru godsterminal til sjursøya,de løpske godfognene reiste ukontrollert over åtte kilomiter fra alnabro godterminalt i skhurshøye
45,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-b2654,nb-NO,I tillegg <sil> ødela <sil> et stavbrekk knappe to kilometer <inhale> før mål <exhale> gullsjansene til Northug,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-b2654.wav,nb_tale_part_2,foreign,10.156,0.0,10.156,i tillegg ødela et stavbrekk knappe to kilometer før mål gullsjansene til northug,i tillegg øddela et stautbrekk knappe tu kilomiter førmål gullskjernsjene til nordshug
46,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-b2685,nb-NO,Snurr film <exhale> <fp> ropte festivalsjef Danckert Monrad-Krohn <sil> til de nærmere fire hundre grunnskoleelevenes høylytte begeistring,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-b2685.wav,nb_tale_part_2,foreign,11.844,0.0,11.844,snurr film ropte festivalsjef danckert monrad-krohn til de nærmere fire hundre grunnskoleelevenes høylytte begeistring,snurfilm røpte festivel-sjef dan cert mann rayt krønn til de nærmere fire hundre grunnskole-elevenes høy lite begeistring
47,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-c2793,nb-NO,Når utstyret er kjøpt <inhale> formidler vi installatør ved behov <sil> sier salgssjef Heine <sil> Eik,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-c2793.wav,nb_tale_part_2,foreign,9.531,0.0,9.531,når utstyret er kjøpt formidler vi installatør ved behov sier salgssjef heine eik,når du sier er skjøpt formidler vil stalatør ved behov sier sel-sjef heine eik
48,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-c3109,nb-NO,Lyon videre til cupspillet med seier <inhale> såfremt Steaua ikke vinner i Madrid,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-c3109.wav,nb_tale_part_2,foreign,8.156,0.0,8.156,lyon videre til cupspillet med seier såfremt steaua ikke vinner i madrid,lio videre til kopspilet med seier så fremt stea ikke vinner i madrid
49,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-c3148,nb-NO,Berggylt <sil> bergnebb <sil> grønngylt <sil> og alle de andre fargerike småfiskene som vikler seg <sil> inn,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-c3148.wav,nb_tale_part_2,foreign,10.62,0.0,10.62,berggylt bergnebb grønngylt og alle de andre fargerike småfiskene som vikler seg inn,berg gilt bergnep grønn gilt og alle de andre fergerike små fiskene som vikler seg inn
50,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-c3247,nb-NO,I tillegg til kafeen tilbyr Ravnkloa egenproduserte fiskekaker supper <sil> bacalao matkurs <fp> og catering,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-c3247.wav,nb_tale_part_2,foreign,9.844,0.0,9.844,i tillegg til kafeen tilbyr ravnkloa egenproduserte fiskekaker supper bacalao matkurs og catering,i tillegg til kafeen til byr ravencla eggenproduserte fiskekaikar super backalaw matcosh og kate rinc
51,nbtale_p2_g13_f0_3_x,female,nbtale_p2_g13_f0_3_x-c3253,nb-NO,Mann fra Aurskog-Høland <inhale> åttiåtte år <sil> intervjuet i Eldres liv på godt <sil> og vondt,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_f0_3_x-c3253.wav,nb_tale_part_2,foreign,9.688,0.0,9.688,mann fra aurskog-høland åttiåtte år intervjuet i eldres liv på godt og vondt,mann fra aurskok høyland ogttiotear intervjuet i eldres liv på godt og vund
52,nbtale_p2_g13_m0_1_t,male,nbtale_p2_g13_m0_1_t-a0001,nb-NO,Har du noen gang sett stokkmaur <sil> <fp> også kalt hestemaur <inhale> plageånden som liker å spise seg inn i treverket,/media/pers/storage/storage/SCRIBE_dataset_tmp/data/nbtale/shure_2/part_2/group_13/p2_g13_m0_1_t-a0001.wav,nb_tale_part_2,foreign,10.969,0.0,10.969,har du noen gang sett stokkmaur også kalt hestemaur plageånden som liker å spise seg inn i treverket,qq har du nå engang sitt stokmør  og såkalt hestemør plage ånnen som liker å spise seg inn i tre verke
